locus_tag	ftype	length_bp	gene	EC_number	COG	product
LMAHELFL_03864	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
LMAHELFL_03865	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
LMAHELFL_03866	CDS	555	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
LMAHELFL_03867	CDS	1020	gntR_4			HTH-type transcriptional regulator GntR
LMAHELFL_03868	CDS	444	ulaC_3		COG1762	Ascorbate-specific PTS system EIIA component
LMAHELFL_03869	CDS	273				hypothetical protein
LMAHELFL_03870	CDS	1392	ulaA_3		COG3037	Ascorbate-specific PTS system EIIC component
LMAHELFL_03871	CDS	831	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
LMAHELFL_03872	CDS	954	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
LMAHELFL_03873	CDS	1521				hypothetical protein
LMAHELFL_03874	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
LMAHELFL_03875	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
LMAHELFL_03876	CDS	456				hypothetical protein
LMAHELFL_03877	CDS	495				hypothetical protein
LMAHELFL_03878	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
LMAHELFL_03879	CDS	1827				hypothetical protein
LMAHELFL_03880	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
LMAHELFL_03881	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
LMAHELFL_03882	CDS	939	hdfR_2			HTH-type transcriptional regulator HdfR
LMAHELFL_03883	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
LMAHELFL_03884	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
LMAHELFL_03885	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
LMAHELFL_03886	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
LMAHELFL_03887	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
LMAHELFL_03888	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
LMAHELFL_03889	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
LMAHELFL_03890	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
LMAHELFL_03891	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
LMAHELFL_03892	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
LMAHELFL_03893	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
LMAHELFL_03894	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
LMAHELFL_03895	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
LMAHELFL_03896	CDS	393				hypothetical protein
LMAHELFL_03897	CDS	1338				hypothetical protein
LMAHELFL_03898	CDS	1002	cheV		COG0784	Chemotaxis protein CheV
LMAHELFL_03899	CDS	918	rbn_2	3.1.-.-	COG1234	Ribonuclease BN
LMAHELFL_03900	CDS	462	elaA		COG2153	Protein ElaA
LMAHELFL_03901	CDS	306	elaB		COG4575	Protein ElaB
LMAHELFL_03902	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
LMAHELFL_03903	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
LMAHELFL_03904	CDS	759	menH_3	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LMAHELFL_03905	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
LMAHELFL_03906	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
LMAHELFL_03907	CDS	1368	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
LMAHELFL_03908	CDS	258	pmrD			Signal transduction protein PmrD
LMAHELFL_03909	CDS	378	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
LMAHELFL_03910	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
LMAHELFL_03911	CDS	1647	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
LMAHELFL_03912	CDS	900	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
LMAHELFL_03913	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
LMAHELFL_03914	CDS	984	arnC	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LMAHELFL_03915	CDS	1140	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
LMAHELFL_03916	CDS	606	ais	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
LMAHELFL_03917	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
LMAHELFL_03918	CDS	567				hypothetical protein
LMAHELFL_03919	CDS	1197	pncC_3	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
LMAHELFL_03920	CDS	783	rhmR_2		COG1414	putative HTH-type transcriptional regulator RhmR
LMAHELFL_03921	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
LMAHELFL_03922	CDS	1290	rhmT			Inner membrane transport protein RhmT
LMAHELFL_03923	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
LMAHELFL_03924	CDS	177				hypothetical protein
LMAHELFL_03925	CDS	1023	sseL	3.4.22.-		Deubiquitinase SseL
LMAHELFL_03926	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
LMAHELFL_03927	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
LMAHELFL_03928	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
LMAHELFL_03929	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
LMAHELFL_03930	CDS	1071	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
LMAHELFL_03931	CDS	879	gltC_1			HTH-type transcriptional regulator GltC
LMAHELFL_03932	CDS	1218	cntE			Staphylopine export protein
LMAHELFL_03933	CDS	255		1.14.13.239		Carnitine monooxygenase reductase subunit
LMAHELFL_03934	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
LMAHELFL_03935	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
LMAHELFL_03936	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
LMAHELFL_03937	CDS	885	nanR_2			HTH-type transcriptional repressor NanR
LMAHELFL_03938	CDS	1326	ttuB_3			Putative tartrate transporter
LMAHELFL_03939	CDS	1203	rspA_2	4.2.1.-	COG4948	D-galactonate dehydratase family member RspA
LMAHELFL_03940	CDS	2637	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
LMAHELFL_03941	CDS	2847	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
LMAHELFL_03942	CDS	651	rcsB_2		COG2197	Transcriptional regulatory protein RcsB
LMAHELFL_03943	CDS	2670	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
LMAHELFL_03944	CDS	1137	ompC_2		COG3203	Outer membrane porin C
LMAHELFL_03945	CDS	1053	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
LMAHELFL_03946	CDS	1059	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
LMAHELFL_03947	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
LMAHELFL_03948	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
LMAHELFL_03949	CDS	507	eco		COG4574	Ecotin
LMAHELFL_03950	CDS	132				hypothetical protein
LMAHELFL_03951	CDS	492	napF_2		COG1145	Ferredoxin-type protein NapF
LMAHELFL_03952	CDS	264	napD		COG3062	Chaperone NapD
LMAHELFL_03953	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
LMAHELFL_03954	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
LMAHELFL_03955	CDS	870	napH		COG0348	Ferredoxin-type protein NapH
LMAHELFL_03956	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
LMAHELFL_03957	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
LMAHELFL_03958	CDS	477				hypothetical protein
LMAHELFL_03959	CDS	240	oadG_2	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
LMAHELFL_03960	CDS	1341	citS		COG3493	Citrate-sodium symporter
LMAHELFL_03961	CDS	969	citC_2	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
LMAHELFL_03962	CDS	294	citD_2		COG3052	Citrate lyase acyl carrier protein
LMAHELFL_03963	CDS	870	citE_2	4.1.3.6	COG2301	Citrate lyase subunit beta
LMAHELFL_03964	CDS	1521	citF_2	4.1.3.6	COG3051	Citrate lyase alpha chain
LMAHELFL_03965	CDS	552	citX_2	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
LMAHELFL_03966	CDS	909	citG_4	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
LMAHELFL_03967	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
LMAHELFL_03968	CDS	276				hypothetical protein
LMAHELFL_03969	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
LMAHELFL_03970	CDS	3228	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
LMAHELFL_03971	CDS	396				hypothetical protein
LMAHELFL_03972	CDS	597	caiE			Carnitine operon protein CaiE
LMAHELFL_03973	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
LMAHELFL_03974	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
LMAHELFL_03975	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
LMAHELFL_03976	CDS	1143	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
LMAHELFL_03977	CDS	1518	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
LMAHELFL_03978	CDS	771	fixA_2		COG2086	Protein FixA
LMAHELFL_03979	CDS	942	fixB_2		COG2025	Protein FixB
LMAHELFL_03980	CDS	1287	thi4	2.4.2.59		Thiamine thiazole synthase
LMAHELFL_03981	CDS	288	fixX_2		COG2440	Ferredoxin-like protein FixX
LMAHELFL_03982	CDS	1341	ygcS			Inner membrane metabolite transport protein YgcS
LMAHELFL_03983	CDS	231	ygdR_5			putative lipoprotein YgdR
LMAHELFL_03984	CDS	423				hypothetical protein
LMAHELFL_03985	CDS	291				hypothetical protein
LMAHELFL_03986	CDS	1890				hypothetical protein
LMAHELFL_03987	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
LMAHELFL_03988	CDS	1863	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
LMAHELFL_03989	CDS	480				IS1595 family transposase ISSsu9
LMAHELFL_03990	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
LMAHELFL_03991	CDS	378	apaG		COG2967	Protein ApaG
LMAHELFL_03992	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
LMAHELFL_03993	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
LMAHELFL_03994	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
LMAHELFL_03995	CDS	2361	lptD		COG1452	LPS-assembly protein LptD
LMAHELFL_03996	CDS	813	djlA		COG1076	Co-chaperone protein DjlA
LMAHELFL_03997	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
LMAHELFL_03998	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
LMAHELFL_03999	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
LMAHELFL_04000	CDS	753				hypothetical protein
LMAHELFL_04001	CDS	363				hypothetical protein
LMAHELFL_04002	CDS	432				hypothetical protein
LMAHELFL_04003	CDS	1206				IS200/IS605 family transposase ISSen6
LMAHELFL_04004	CDS	225				hypothetical protein
LMAHELFL_04005	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
LMAHELFL_04006	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
LMAHELFL_04007	CDS	1710	araB	2.7.1.16	COG1069	Ribulokinase
LMAHELFL_04008	CDS	846	araC			Arabinose operon regulatory protein
LMAHELFL_04009	CDS	768	yabI		COG0586	Inner membrane protein YabI
LMAHELFL_04010	CDS	708	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
LMAHELFL_04011	CDS	1611				hypothetical protein
LMAHELFL_04012	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
LMAHELFL_04013	CDS	1659	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
LMAHELFL_04014	CDS	123	sgrT			Putative inhibitor of glucose uptake transporter SgrT
LMAHELFL_04015	CDS	282				hypothetical protein
LMAHELFL_04016	CDS	606	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
LMAHELFL_04017	CDS	1401	leuC1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit 1
LMAHELFL_04018	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
LMAHELFL_04019	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
LMAHELFL_04020	CDS	945	leuO_2			HTH-type transcriptional regulator LeuO
LMAHELFL_04021	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
LMAHELFL_04022	CDS	495	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
LMAHELFL_04023	CDS	1005	cra		COG1609	Catabolite repressor/activator
LMAHELFL_04024	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
LMAHELFL_04025	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
LMAHELFL_04026	CDS	366	ftsL		COG3116	Cell division protein FtsL
LMAHELFL_04027	CDS	1767	ftsI_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
LMAHELFL_04028	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
LMAHELFL_04029	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
LMAHELFL_04030	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
LMAHELFL_04031	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
LMAHELFL_04032	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
LMAHELFL_04033	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
LMAHELFL_04034	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
LMAHELFL_04035	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
LMAHELFL_04036	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
LMAHELFL_04037	CDS	1263	ftsA_2		COG0849	Cell division protein FtsA
LMAHELFL_04038	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
LMAHELFL_04039	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
LMAHELFL_04040	CDS	498	secM			Secretion monitor
LMAHELFL_04041	CDS	2706	secA		COG0653	Protein translocase subunit SecA
LMAHELFL_04042	CDS	396	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
LMAHELFL_04043	CDS	192	yacG		COG3024	DNA gyrase inhibitor YacG
LMAHELFL_04044	CDS	744	zapD		COG4582	Cell division protein ZapD
LMAHELFL_04045	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
LMAHELFL_04046	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
LMAHELFL_04047	CDS	1203	epsF		COG1459	Type II secretion system protein F
LMAHELFL_04048	CDS	1386	epsE		COG2804	Type II secretion system protein E
LMAHELFL_04049	CDS	438				hypothetical protein
LMAHELFL_04050	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
LMAHELFL_04051	CDS	564	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
LMAHELFL_04052	CDS	855	ampE		COG3725	Protein AmpE
LMAHELFL_04053	CDS	951		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
LMAHELFL_04054	CDS	1407	yicJ_2		COG2211	Inner membrane symporter YicJ
LMAHELFL_04055	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
LMAHELFL_04056	CDS	765	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
LMAHELFL_04057	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
LMAHELFL_04058	CDS	1890	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
LMAHELFL_04059	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
LMAHELFL_04060	CDS	189				hypothetical protein
LMAHELFL_04061	CDS	285				hypothetical protein
LMAHELFL_04062	CDS	792				hypothetical protein
LMAHELFL_04063	CDS	1623				hypothetical protein
LMAHELFL_04064	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
LMAHELFL_04065	CDS	465	cbrB			Inner membrane protein CbrB
LMAHELFL_04066	CDS	324				hypothetical protein
LMAHELFL_04067	CDS	363				hypothetical protein
LMAHELFL_04068	CDS	954	kdgT_2			2-keto-3-deoxygluconate permease
LMAHELFL_04069	CDS	1272	dtnK	2.7.1.219	COG3395	D-threonate kinase
LMAHELFL_04070	CDS	984	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
LMAHELFL_04071	CDS	768	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
LMAHELFL_04072	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
LMAHELFL_04073	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
LMAHELFL_04074	CDS	387				hypothetical protein
LMAHELFL_04075	CDS	1611	cueO		COG2132	Blue copper oxidase CueO
LMAHELFL_04076	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
LMAHELFL_04077	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
LMAHELFL_04078	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
LMAHELFL_04079	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
LMAHELFL_04080	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
LMAHELFL_04081	CDS	1080	lpfD_2			putative minor fimbrial subunit LpfD
LMAHELFL_04082	CDS	2559	fimD_3		COG3188	Outer membrane usher protein FimD
LMAHELFL_04083	CDS	684	fimC			Chaperone protein FimC
LMAHELFL_04084	CDS	540	fimA_3			Type-1 fimbrial protein, A chain
LMAHELFL_04085	CDS	441	levD		COG2893	PTS system fructose-specific EIIA component
LMAHELFL_04086	CDS	1230				hypothetical protein
LMAHELFL_04087	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
LMAHELFL_04088	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
LMAHELFL_04089	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
LMAHELFL_04090	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
LMAHELFL_04091	CDS	1419	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
LMAHELFL_04092	CDS	942	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
LMAHELFL_04093	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
LMAHELFL_04094	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
LMAHELFL_04095	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
LMAHELFL_04096	CDS	2475	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
LMAHELFL_04097	CDS	2523	mrcB		COG0744	Penicillin-binding protein 1B
LMAHELFL_04098	CDS	2190	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
LMAHELFL_04099	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
LMAHELFL_04100	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
LMAHELFL_04101	CDS	2058	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
LMAHELFL_04102	CDS	561	smfA			Fimbria A protein
LMAHELFL_04103	CDS	2658	papC_4		COG3188	Outer membrane usher protein PapC
LMAHELFL_04104	CDS	753	yfcS_2		COG3121	putative fimbrial chaperone YfcS
LMAHELFL_04105	CDS	513	yfcR_2			putative fimbrial-like protein YfcR
LMAHELFL_04106	CDS	477	yfcQ_2			putative fimbrial-like protein YfcQ
LMAHELFL_04107	CDS	531	yfcP_2			putative fimbrial-like protein YfcP
LMAHELFL_04108	CDS	840	yfcO			putative protein YfcO
LMAHELFL_04109	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
LMAHELFL_04110	CDS	1422	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
LMAHELFL_04111	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
LMAHELFL_04112	CDS	624				hypothetical protein
LMAHELFL_04113	CDS	801	btuF		COG0614	Vitamin B12-binding protein
LMAHELFL_04114	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
LMAHELFL_04115	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
LMAHELFL_04116	CDS	1428	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
LMAHELFL_04117	CDS	1158	cdaR_2		COG3835	Carbohydrate diacid regulator
LMAHELFL_04118	CDS	387				hypothetical protein
LMAHELFL_04119	CDS	1302	abaF			Fosfomycin resistance protein AbaF
LMAHELFL_04120	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
LMAHELFL_04121	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
LMAHELFL_04122	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
LMAHELFL_04123	CDS	726	rpsB		COG0052	30S ribosomal protein S2
LMAHELFL_04124	CDS	924	tsf		COG0264	Elongation factor Ts
LMAHELFL_04125	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
LMAHELFL_04126	CDS	558	frr		COG0233	Ribosome-recycling factor
LMAHELFL_04127	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
LMAHELFL_04128	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
LMAHELFL_04129	CDS	858	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
LMAHELFL_04130	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
LMAHELFL_04131	CDS	2415	bamA		COG4775	Outer membrane protein assembly factor BamA
LMAHELFL_04132	CDS	486	skp		COG2825	Chaperone protein Skp
LMAHELFL_04133	CDS	1026	lpxD_3	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
LMAHELFL_04134	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
LMAHELFL_04135	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
LMAHELFL_04136	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
LMAHELFL_04137	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
LMAHELFL_04138	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
LMAHELFL_04139	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
LMAHELFL_04140	CDS	1764	gbpA			GlcNAc-binding protein A
LMAHELFL_04141	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
LMAHELFL_04142	CDS	390				hypothetical protein
LMAHELFL_04143	CDS	1293	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
LMAHELFL_04144	CDS	261	rof		COG4568	Protein rof
LMAHELFL_04145	CDS	201				hypothetical protein
LMAHELFL_04146	CDS	546	yaeQ		COG4681	putative protein YaeQ
LMAHELFL_04147	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
LMAHELFL_04148	CDS	702	nlpE		COG3015	Lipoprotein NlpE
LMAHELFL_04149	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
LMAHELFL_04150	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
LMAHELFL_04151	CDS	405	rcsF			Outer membrane lipoprotein RcsF
LMAHELFL_04152	CDS	816	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
LMAHELFL_04153	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
LMAHELFL_04154	CDS	1032	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
LMAHELFL_04155	CDS	567	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
LMAHELFL_04156	CDS	531	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
LMAHELFL_04157	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
LMAHELFL_04158	CDS	270	yihD		COG3084	Protein YihD
LMAHELFL_04159	CDS	987	rdoA	2.7.11.1	COG2334	Serine/threonine protein kinase RdoA
